23:55:41; 23.74; 1000.43
23:56:41; 23.74; 1000.44
23:59:39; 23.72; 1000.41
00:00:39; 23.72; 1000.41
00:01:39; 23.73; 1000.39
00:02:39; 23.73; 1000.37
00:03:39; 23.73; 1000.37
00:04:39; 23.72; 1000.39
00:05:39; 23.72; 1000.35
00:06:39; 23.73; 1000.35
00:07:39; 23.73; 1000.33
00:08:39; 23.72; 1000.30
00:09:39; 23.72; 1000.28
00:10:39; 23.72; 1000.25
00:11:39; 23.73; 1000.25
00:12:39; 23.73; 1000.24
00:13:39; 23.72; 1000.22
00:14:39; 23.72; 1000.20
00:15:39; 23.73; 1000.22
00:16:39; 23.72; 1000.24
00:17:39; 23.72; 1000.27
00:18:39; 23.72; 1000.22
00:19:39; 23.72; 1000.20
00:20:39; 23.74; 1000.15
